FFTBin#,Frequency (Hz),Ch0 Mean (db),Ch0 Std Dev(db),Ch1 Mean (db),Ch1 Std Dev(db)
478,1286.6089,-8.0282,5.5971,-7.3092,5.3014
479,1289.3005,-9.9087,4.4336,-9.1496,4.7623
480,1291.9922,-7.3225,5.2038,-7.8365,4.5235
481,1294.6838,-4.8429,4.3017,-4.7737,3.6961
482,1297.3755,-5.8947,4.0978,-6.5975,4.4354
483,1300.0671,-10.4502,3.8720,-10.5369,3.8493
484,1302.7588,-9.5829,5.1542,-9.1698,5.1378
485,1305.4504,-8.8006,4.2127,-8.7246,4.4480
486,1308.1421,-7.8238,4.3114,-7.5874,3.8797
487,1310.8337,-8.4566,5.4668,-8.6783,5.4517
488,1313.5254,-7.4058,3.6302,-7.7197,4.7085
489,1316.2170,-7.0039,4.0316,-7.6686,4.6296
490,1318.9087,-10.1661,6.3755,-10.6167,5.7149
491,1321.6003,-10.1295,4.9887,-9.6323,4.4435
492,1324.2920,-8.0464,4.2464,-7.9192,4.7234
493,1326.9836,-7.2363,4.6921,-7.8104,5.0492
494,1329.6753,-8.7815,5.4453,-8.9496,5.8897
495,1332.3669,-10.7066,6.6656,-10.5995,6.2795
496,1335.0586,-12.1206,4.1892,-11.0601,5.2316
497,1337.7502,-10.6430,5.0886,-10.9432,5.4347
498,1340.4419,-8.9933,4.9433,-8.6995,4.5905
499,1343.1335,-9.9675,6.7206,-10.2210,6.4619
500,1345.8252,-9.6215,5.6323,-9.4046,5.7003
501,1348.5168,-10.7058,4.9784,-9.8729,4.4622
502,1351.2085,-8.2947,7.2848,-7.9109,4.6159
503,1353.9001,-8.5659,4.8594,-8.5616,5.5825
504,1356.5918,-11.4633,4.1422,-11.5657,3.8138
505,1359.2834,-14.7341,5.7364,-14.5339,6.6742
506,1361.9751,-14.5144,7.1315,-14.0077,6.7243
507,1364.6667,-13.3532,5.7028,-12.5666,5.9549
508,1367.3584,-11.7891,3.6831,-11.8260,4.6611
509,1370.0500,-12.8989,4.8193,-12.7538,5.3123
510,1372.7417,-11.2704,4.9526,-12.1340,4.4581
511,1375.4333,-8.6141,4.6235,-8.9619,5.1273
512,1378.1250,-9.6353,6.2229,-9.0938,5.3984
513,1380.8167,-11.1127,6.9923,-9.8580,7.2079
514,1383.5083,-9.8519,5.9994,-9.0069,6.4569
515,1386.2000,-8.2719,5.5768,-8.3307,6.0192
516,1388.8916,-5.0985,3.7177,-5.4271,4.1895
517,1391.5833,-5.2406,5.7817,-4.8144,5.6586
518,1394.2749,-2.8606,7.1123,-2.9441,7.3068
519,1396.9666,-0.2807,5.3169,-0.6761,5.6315
520,1399.6582,-3.4689,6.1139,-3.4626,4.6491
521,1402.3499,-3.0179,3.9728,-3.5271,4.4060
522,1405.0415,-6.7884,7.2273,-6.4157,7.7213
523,1407.7332,-5.3601,5.8797,-6.0511,6.1762
524,1410.4248,-7.1270,6.9738,-6.8567,6.5588
525,1413.1165,-8.0304,6.5911,-8.6823,6.7977
526,1415.8081,-10.2675,6.5540,-10.0607,5.5228
527,1418.4998,-8.1621,3.8230,-8.4018,4.9624
528,1421.1914,-6.6600,3.7047,-6.6551,4.5236
529,1423.8831,-10.9368,5.5004,-10.3343,5.2097
530,1426.5747,-13.8747,6.8703,-13.5216,6.6259
531,1429.2664,-10.3384,4.5927,-10.2799,4.3251
532,1431.9580,-9.9161,4.2558,-10.1593,5.0716
533,1434.6497,-12.2938,7.5912,-11.3980,7.4230
534,1437.3413,-11.7350,5.7730,-11.9087,6.1694
535,1440.0330,-10.5139,4.2113,-10.7446,4.2371
536,1442.7246,-10.3259,6.6045,-9.9962,6.5012
537,1445.4163,-10.0677,4.0596,-10.5942,4.1138
538,1448.1079,-9.3003,4.8073,-8.6471,4.9285
539,1450.7996,-10.3903,5.4950,-8.6654,4.7069
540,1453.4912,-13.3222,7.8268,-12.4990,7.4219
541,1456.1829,-11.0654,5.5446,-11.4618,5.3873
542,1458.8745,-9.7586,4.2205,-9.9562,4.1916
543,1461.5662,-9.7698,5.5432,-8.9363,4.6444
544,1464.2578,-10.3886,5.6668,-10.3291,5.6514
545,1466.9495,-11.1033,6.5313,-11.3914,5.9704
546,1469.6411,-9.8099,5.4806,-8.8766,4.6206
547,1472.3328,-7.9586,5.9939,-7.7744,5.2052
548,1475.0244,-7.7421,5.2038,-7.7333,4.9730
549,1477.7161,-9.1915,5.9570,-9.4716,5.6719
550,1480.4077,-8.0131,3.6991,-7.7903,3.8209
551,1483.0994,-10.6640,7.3352,-10.7418,6.6518
552,1485.7910,-12.8114,6.8037,-12.4576,6.9154
553,1488.4827,-12.1113,8.9516,-13.4717,8.0287
554,1491.1743,-10.4083,4.7706,-10.1630,6.1467
555,1493.8660,-11.4690,7.3365,-11.8208,7.6765
556,1496.5576,-9.4483,7.3756,-8.6497,5.4818
557,1499.2493,-7.5251,6.0734,-7.7039,6.4927
558,1501.9409,-6.7489,4.6393,-7.1494,4.9416
559,1504.6326,-8.1143,4.5744,-7.9738,4.6113
560,1507.3242,-11.1653,6.3394,-11.1658,5.9875
561,1510.0159,-13.4853,6.4433,-11.3866,5.6197
562,1512.7075,-11.3784,6.3138,-10.5338,5.6918
563,1515.3992,-10.8392,5.8660,-11.3193,6.4546
564,1518.0908,-12.7081,4.2928,-12.3227,3.7235
565,1520.7825,-14.2975,6.5358,-14.7883,6.7858
566,1523.4741,-13.9593,6.2041,-13.5552,5.0255
567,1526.1658,-12.7734,2.4577,-13.4610,5.3724
568,1528.8574,-13.0394,6.0442,-12.7648,6.8665
569,1531.5491,-13.2274,6.7185,-13.2151,5.1349
570,1534.2407,-11.1183,4.4897,-11.3138,4.3196
571,1536.9324,-13.6820,5.0524,-14.3093,5.7653
572,1539.6240,-11.4377,5.1448,-11.5552,5.3090
573,1542.3157,-10.8290,3.5346,-9.0827,3.6488
574,1545.0073,-13.9021,5.7310,-12.6906,5.9458
575,1547.6990,-14.2846,5.3722,-14.5597,5.5860
576,1550.3906,-11.7861,5.4326,-12.0510,5.5741
577,1553.0823,-15.8184,5.1623,-15.7290,4.5900
578,1555.7739,-14.8723,6.7500,-14.8483,6.7625
579,1558.4656,-11.5979,5.1582,-11.2194,3.3594
580,1561.1572,-10.3143,4.5968,-10.1106,4.5909
581,1563.8489,-12.7751,5.3309,-12.9149,5.0865
582,1566.5405,-11.9208,4.7480,-12.4611,4.6235
583,1569.2322,-12.8486,7.3806,-12.6019,5.3640
584,1571.9238,-9.9785,4.6526,-10.6432,4.8016
585,1574.6155,-9.7737,6.1135,-9.8689,6.5171
586,1577.3071,-11.8084,6.1722,-11.6807,6.5743
587,1579.9988,-12.4821,6.2848,-11.3191,5.6985
588,1582.6904,-9.8460,5.6447,-10.3861,6.1936
589,1585.3821,-9.3689,5.9529,-10.0851,5.9393
590,1588.0737,-9.5335,5.5472,-9.9521,5.4217
591,1590.7654,-11.2052,5.5091,-11.0255,5.9469
592,1593.4570,-9.2724,4.8079,-9.0234,4.5499
593,1596.1487,-7.8026,4.2533,-7.2014,4.4751
594,1598.8403,-10.6201,5.2664,-10.3952,5.7817
595,1601.5320,-10.2864,4.5161,-10.4482,5.0530
596,1604.2236,-10.5029,6.0987,-10.6952,6.2952
597,1606.9153,-8.6073,4.1630,-7.8944,4.1925
598,1609.6069,-9.4259,6.0836,-8.6485,7.8031
599,1612.2986,-7.5713,5.7199,-7.5489,6.1457
600,1614.9902,-9.3039,4.9868,-9.6958,6.5854
601,1617.6819,-7.9157,5.0912,-7.0582,4.6049
602,1620.3735,-8.7059,5.4110,-8.9480,6.1157
603,1623.0652,-11.0085,4.1063,-11.3753,4.9006
604,1625.7568,-10.7018,3.7052,-11.4162,3.7117
605,1628.4485,-10.0129,4.6999,-10.8239,5.2060
606,1631.1401,-8.7467,4.6846,-8.4264,4.3840
607,1633.8318,-11.0163,4.5538,-11.1279,3.9128
608,1636.5234,-9.3529,4.7279,-9.8345,4.8638
609,1639.2151,-8.6054,5.5799,-8.2191,5.3393
610,1641.9067,-8.9111,5.5181,-8.9225,5.9474
611,1644.5984,-9.3309,5.0927,-9.1275,5.4644
612,1647.2900,-7.3971,5.6332,-7.6700,5.6036
613,1649.9817,-11.3061,6.3573,-10.7278,5.5059
614,1652.6733,-12.2627,5.5396,-12.3303,5.6193
615,1655.3650,-11.9426,6.6620,-12.4529,5.6183
616,1658.0566,-11.2408,4.4931,-12.0054,5.2880
617,1660.7483,-11.7535,6.3533,-11.8178,7.3818
618,1663.4399,-11.3002,3.8587,-10.9714,3.8521
619,1666.1316,-9.2576,3.8828,-9.4265,3.9031
620,1668.8232,-10.7974,4.1731,-10.0894,4.1373
621,1671.5149,-10.2142,3.7820,-10.6295,4.1486
622,1674.2065,-10.6937,6.5969,-11.6777,6.7106
623,1676.8982,-13.2442,7.5357,-13.0203,6.5662
624,1679.5898,-11.4732,4.9471,-11.8022,6.0386
625,1682.2815,-12.7359,6.4817,-13.2985,6.5163
626,1684.9731,-14.0718,5.0973,-14.2455,4.9952
627,1687.6648,-10.3447,5.0181,-10.4591,4.9242
628,1690.3564,-11.0056,6.5589,-11.1886,7.4840
629,1693.0481,-11.6220,5.9178,-11.3747,6.0949
630,1695.7397,-10.6936,4.6312,-10.5951,4.1890
631,1698.4314,-11.2845,4.3975,-10.9229,3.7903
632,1701.1230,-12.1245,4.0277,-12.4829,3.6456
633,1703.8147,-13.8023,4.3817,-15.5475,5.0007
634,1706.5063,-14.3961,4.2167,-16.6766,5.9290
635,1709.1980,-13.5426,5.4306,-13.9294,6.0077
636,1711.8896,-10.8483,4.6877,-10.5879,4.4895
637,1714.5813,-12.3622,3.4730,-12.3634,5.2964
638,1717.2729,-14.0230,4.5328,-12.8829,3.8929
639,1719.9646,-13.5925,4.1401,-13.5687,4.3868
640,1722.6563,-13.7642,4.2606,-14.4738,3.9585
641,1725.3479,-13.3662,4.8385,-13.4085,4.8388
642,1728.0396,-11.9904,4.8719,-11.0807,4.9934
643,1730.7312,-11.4089,5.5965,-11.1038,4.3148
644,1733.4229,-12.4712,5.9976,-12.4251,5.2650
645,1736.1145,-11.7799,6.0068,-11.0822,5.3385
646,1738.8062,-13.4229,5.5705,-13.1212,5.5529
647,1741.4978,-14.1929,5.8962,-14.3220,4.8495
648,1744.1895,-11.8104,5.6108,-11.5826,5.8621
649,1746.8811,-12.8165,5.3420,-13.1396,6.2212
650,1749.5728,-11.8762,4.3110,-12.8377,4.7207
651,1752.2644,-11.1817,3.7629,-11.4343,4.4182
652,1754.9561,-9.0375,4.4337,-8.4309,3.7319
653,1757.6477,-9.6268,5.8314,-10.0357,5.6440
654,1760.3394,-10.4287,6.5748,-9.7794,5.9586
655,1763.0310,-11.3060,6.5263,-11.2783,5.9043
656,1765.7227,-11.6165,5.2187,-12.4117,5.2925
657,1768.4143,-11.6649,3.6850,-11.4423,3.7987
658,1771.1060,-14.4057,5.6018,-14.0010,5.6988
659,1773.7976,-13.2208,4.7463,-13.8353,6.5019
660,1776.4893,-14.1269,5.1742,-15.3391,6.4432
661,1779.1809,-14.2749,5.8926,-14.5663,5.5897
662,1781.8726,-14.0261,4.1865,-13.6442,4.5274
663,1784.5642,-14.9109,5.2569,-13.4662,4.4655
664,1787.2559,-15.0818,5.1117,-14.8658,6.0415
665,1789.9475,-12.8646,4.4875,-12.4172,2.1980
666,1792.6392,-12.7546,4.7498,-13.4932,5.0227
667,1795.3308,-13.6283,3.6903,-12.6308,3.6750
668,1798.0225,-13.7290,4.5299,-13.9179,4.8931
669,1800.7141,-15.5388,5.9789,-16.0052,7.3270
670,1803.4058,-15.9109,3.8935,-15.4890,3.8248
671,1806.0974,-10.6014,3.4115,-10.9275,3.8821
672,1808.7891,-12.6697,6.9751,-12.3820,6.7390
673,1811.4807,-12.3349,5.0415,-13.2202,6.3375
674,1814.1724,-14.6040,4.4787,-13.9142,5.0533
675,1816.8640,-14.5161,5.7599,-14.3337,6.0733
676,1819.5557,-12.6618,5.7096,-11.9175,4.9365
677,1822.2473,-13.5503,6.4143,-13.5836,5.5812
678,1824.9390,-14.0143,4.9549,-14.7710,5.1254
679,1827.6306,-15.5585,6.3695,-15.3518,5.7363
680,1830.3223,-12.2373,4.1605,-12.2002,4.1184
681,1833.0139,-12.2750,4.6632,-12.1380,4.8238
682,1835.7056,-12.9039,4.5427,-13.2783,4.5406
683,1838.3972,-12.0064,4.9136,-12.7247,6.0630
684,1841.0889,-15.2071,4.4557,-14.3711,4.6780
685,1843.7805,-16.2284,4.8389,-15.5708,4.7557
686,1846.4722,-14.1247,4.8407,-13.4452,4.1414
687,1849.1638,-14.3918,4.3760,-14.2708,4.6233
688,1851.8555,-14.8562,5.0640,-14.8329,3.8826
689,1854.5471,-15.5099,5.3927,-15.5907,4.5952
690,1857.2388,-14.3223,3.2895,-14.8804,4.1645
691,1859.9304,-12.5496,3.5356,-12.7614,4.7235
692,1862.6221,-13.3714,4.9000,-13.3569,5.9890
693,1865.3137,-16.0231,6.6139,-16.4111,6.4331
694,1868.0054,-16.3542,4.1916,-16.4382,3.9221
695,1870.6970,-15.9741,4.9767,-16.3135,6.0015
696,1873.3887,-11.8605,5.1046,-12.8988,5.2187
697,1876.0803,-13.6014,4.2403,-13.5684,4.1836
698,1878.7720,-14.7168,5.2435,-14.2918,5.5596
699,1881.4636,-13.6879,5.3486,-12.7803,5.2742
700,1884.1553,-13.7128,5.1899,-13.9737,5.6216
701,1886.8469,-11.9917,3.2559,-11.6192,4.6790
702,1889.5386,-11.6290,4.2271,-11.5430,4.0597
703,1892.2302,-14.6202,5.1242,-14.3767,4.6639
704,1894.9219,-16.2332,5.2202,-16.3414,4.4284
705,1897.6135,-17.1871,4.8966,-15.9537,3.7097
706,1900.3052,-15.7757,4.9256,-15.1777,4.0262
707,1902.9968,-15.7433,5.8460,-15.4402,5.6169
708,1905.6885,-14.4547,5.0458,-12.2585,4.1583
709,1908.3801,-14.6930,4.3123,-14.3863,4.7834
710,1911.0718,-14.4091,4.2000,-15.6655,4.8132
711,1913.7634,-13.1692,5.2971,-13.7995,5.4970
712,1916.4551,-14.1126,3.6609,-14.2212,4.4981
713,1919.1467,-15.6890,3.9697,-15.8217,4.8332
714,1921.8384,-15.8694,3.4238,-15.6349,3.7418
715,1924.5300,-13.7453,5.3913,-14.2906,5.4113
716,1927.2217,-13.4466,5.3499,-13.6235,4.7231
717,1929.9133,-14.6425,5.8204,-15.5923,6.0455
718,1932.6050,-14.6219,5.1268,-14.2700,4.6769
719,1935.2966,-16.0741,4.2478,-15.9984,4.7002
720,1937.9883,-16.8214,5.0483,-16.5359,4.7610
721,1940.6799,-16.6531,5.3535,-17.0078,6.0716
722,1943.3716,-14.3335,4.6797,-14.4404,3.9844
723,1946.0632,-15.5299,5.2198,-14.7220,5.3933
724,1948.7549,-15.0200,5.3748,-15.0819,3.6038
725,1951.4465,-16.3992,7.0410,-17.5726,8.2879
726,1954.1382,-14.0538,5.5158,-13.9300,4.8076
727,1956.8298,-12.4863,4.7715,-13.1734,4.6373
728,1959.5215,-12.7671,3.7661,-13.5174,3.4096
729,1962.2131,-13.0541,5.4644,-13.3641,5.0368
730,1964.9048,-13.8378,6.8888,-13.1530,6.1506
731,1967.5964,-14.3782,4.4711,-14.1186,5.2476
732,1970.2881,-12.3042,3.5470,-11.8838,3.4451
733,1972.9797,-14.3562,5.4912,-14.5803,5.9055
734,1975.6714,-13.0702,3.8753,-13.4808,4.3506
735,1978.3630,-13.5100,6.0962,-13.1397,5.6893
736,1981.0547,-12.6986,4.3136,-13.0813,5.3126
737,1983.7463,-13.0313,5.8027,-13.5647,6.2313
738,1986.4380,-17.0776,5.3252,-16.8578,7.4125
739,1989.1296,-17.6821,7.0195,-16.5020,6.0801
740,1991.8213,-14.9625,4.9192,-13.8141,4.3101
741,1994.5129,-15.1101,3.4564,-15.7521,4.0179
742,1997.2046,-14.6560,3.9029,-15.0242,4.2809
743,1999.8962,-15.0378,7.3639,-15.0855,5.5447
744,2002.5879,-15.0361,8.1608,-13.8011,7.2258
745,2005.2795,-11.7342,4.3904,-12.3191,5.3092
746,2007.9712,-15.4449,4.8789,-15.0526,5.2111
747,2010.6628,-14.9219,4.2801,-16.0527,4.4986
748,2013.3545,-14.2698,3.8869,-14.8637,4.6380
749,2016.0461,-13.7074,3.6301,-12.9176,2.4676
750,2018.7378,-16.2752,4.7077,-16.6063,4.4336
751,2021.4294,-15.8665,5.4283,-17.0557,6.5576
752,2024.1211,-17.6762,5.6310,-18.0790,5.2495
753,2026.8127,-17.3324,5.5107,-17.7329,4.8348
754,2029.5044,-17.5389,6.8793,-17.7285,7.2622
755,2032.1960,-18.2460,7.1138,-18.8673,7.8314
756,2034.8877,-16.9504,6.4065,-18.7051,6.8802
757,2037.5793,-16.4522,6.4227,-16.4120,5.3297
758,2040.2710,-17.0766,5.8489,-15.9052,5.4199
759,2042.9626,-14.6282,4.5150,-14.8598,4.8535
760,2045.6543,-15.2892,5.1384,-14.8501,5.3061
761,2048.3459,-18.0588,6.3092,-18.8430,6.8875
762,2051.0376,-16.7632,5.3481,-16.0040,4.5783
763,2053.7292,-16.5384,5.0278,-15.9669,4.3826
764,2056.4209,-16.4283,3.7959,-16.5053,4.3326
765,2059.1125,-16.0788,5.5682,-16.4276,5.1114
766,2061.8042,-18.0363,6.8130,-18.6911,6.3453
767,2064.4958,-16.8400,5.2637,-17.1533,4.5194
768,2067.1875,-17.3912,6.4626,-17.6201,6.0143
769,2069.8792,-14.4605,4.8328,-15.4575,5.6906
770,2072.5708,-13.4355,4.4339,-13.3338,4.6435
771,2075.2625,-14.6514,4.8957,-13.9320,4.2738
772,2077.9541,-14.6359,3.8913,-14.2241,3.6793
773,2080.6458,-15.5368,4.5032,-15.2503,3.5230
774,2083.3374,-16.4547,3.9396,-16.3655,4.3766
775,2086.0291,-15.4406,3.6291,-16.4465,4.2274
776,2088.7207,-15.0097,4.5107,-15.2562,4.5675
777,2091.4124,-16.8949,4.4616,-17.1377,3.8773
778,2094.1040,-15.3950,4.6905,-15.6638,4.3369
779,2096.7957,-13.7856,2.9712,-13.7573,3.2488
780,2099.4873,-16.2255,6.7146,-16.3544,6.3503
781,2102.1790,-14.5136,3.5270,-14.3744,3.6695
782,2104.8706,-14.1516,4.7720,-14.3930,4.7529
783,2107.5623,-14.3338,4.2018,-15.3026,5.0092
784,2110.2539,-15.4845,4.2921,-14.9984,3.8593
785,2112.9456,-15.7976,4.9826,-16.3906,4.5195
786,2115.6372,-13.9953,3.6517,-14.8294,2.6814
787,2118.3289,-15.1324,4.9158,-14.8560,4.2793
788,2121.0205,-14.3378,5.2634,-14.3185,4.4515
789,2123.7122,-15.2300,4.8534,-15.4600,4.4379
790,2126.4038,-18.4778,5.0654,-18.2321,5.9125
791,2129.0955,-17.9219,4.9408,-18.5537,5.1993
792,2131.7871,-17.4908,3.8925,-17.7109,4.3732
793,2134.4788,-16.4552,3.1776,-17.2120,4.3087
794,2137.1704,-15.0108,4.0636,-14.6031,3.5936
795,2139.8621,-14.4787,4.4545,-14.8087,4.5199
796,2142.5537,-16.1536,6.0665,-16.3448,5.7401
797,2145.2454,-15.0794,4.7870,-15.7464,5.2397
798,2147.9370,-18.2743,6.7466,-18.1150,5.2992
799,2150.6287,-16.9133,4.7229,-16.6963,3.7687
800,2153.3203,-17.0896,4.2127,-16.5965,5.2564
801,2156.0120,-16.0872,4.2172,-15.5675,3.4088
802,2158.7036,-13.7032,4.8729,-14.5733,5.5209
803,2161.3953,-14.2518,2.9799,-14.6267,4.2034
804,2164.0869,-16.0723,6.5587,-17.3049,6.0864
805,2166.7786,-18.1454,5.5331,-18.3397,5.2772
806,2169.4702,-16.8897,4.3875,-16.3721,3.6778
807,2172.1619,-16.1380,5.5734,-16.0212,5.0444
808,2174.8535,-14.5096,6.3137,-14.3457,5.8396
809,2177.5452,-12.0637,5.5605,-12.3019,4.8280
810,2180.2368,-13.1027,4.6994,-13.1167,4.5214
811,2182.9285,-13.3455,5.5992,-13.2938,5.2819
812,2185.6201,-13.7615,7.0808,-14.5130,5.1697
813,2188.3118,-15.8578,7.3599,-15.5439,7.2397
814,2191.0034,-12.5487,4.3479,-12.6318,4.9338
815,2193.6951,-14.5118,3.6834,-13.7270,5.0562
816,2196.3867,-13.3995,5.7973,-13.3953,5.9976
817,2199.0784,-13.8000,4.9063,-13.6838,5.2010
818,2201.7700,-14.9334,4.8260,-14.7095,4.2620
819,2204.4617,-13.3369,4.0156,-13.3969,3.7972
820,2207.1533,-14.1299,5.8777,-13.8379,4.8152
821,2209.8450,-15.4447,3.7666,-15.5796,2.8517
822,2212.5366,-18.8404,5.2500,-18.8106,5.1024
823,2215.2283,-17.9420,5.2610,-17.5046,4.1056
824,2217.9199,-15.2208,4.1085,-15.3897,5.3315
825,2220.6116,-16.0307,5.0319,-16.0759,4.8331
826,2223.3032,-14.5867,4.1018,-14.7916,4.4900
827,2225.9949,-15.4754,7.6244,-14.8479,7.4318
828,2228.6865,-15.0973,5.8277,-14.6834,6.2808
829,2231.3782,-14.8193,5.8584,-16.0521,6.3838
830,2234.0698,-14.6466,4.9336,-15.0198,5.3968
831,2236.7615,-16.9479,4.9232,-17.7053,5.4614
832,2239.4531,-16.3100,4.8276,-16.6467,4.8315
833,2242.1448,-14.8945,5.7711,-15.1728,5.2191
834,2244.8364,-15.4296,4.3289,-14.4646,4.7945
835,2247.5281,-14.0898,4.3902,-15.1446,5.5845
836,2250.2197,-13.9372,6.6165,-14.7730,5.4406
837,2252.9114,-15.7328,7.0642,-15.7331,6.7302
838,2255.6030,-16.5348,6.4105,-15.8563,6.6305
839,2258.2947,-11.7421,5.0543,-11.7635,5.5383
840,2260.9863,-13.3470,5.1324,-13.4829,4.9251
841,2263.6780,-16.8398,5.4780,-17.1488,5.7936
842,2266.3696,-16.9571,6.1105,-17.4359,5.8848
843,2269.0613,-15.2301,2.9379,-15.9270,3.9019
844,2271.7529,-16.9082,4.9148,-16.2354,4.5916
845,2274.4446,-15.9795,5.8783,-16.2927,6.1911
846,2277.1362,-13.7298,4.8242,-14.2633,4.8339
847,2279.8279,-13.7174,3.9574,-13.8152,4.0105
848,2282.5195,-14.8473,4.8210,-14.6002,4.8151
849,2285.2112,-16.9262,6.6473,-17.6455,4.5586
850,2287.9028,-16.6065,5.7565,-16.4286,6.2402
851,2290.5945,-15.4083,4.7156,-14.0624,4.1803
852,2293.2861,-14.4364,3.6901,-14.7142,4.1695
853,2295.9778,-13.0110,5.5351,-12.7205,6.6122
854,2298.6694,-14.1352,4.5302,-13.7560,4.8777
855,2301.3611,-14.7667,4.9740,-15.2525,5.4201
856,2304.0527,-15.9840,4.2243,-17.0692,4.8882
857,2306.7444,-18.0207,6.0463,-17.5090,6.3157
858,2309.4360,-14.9467,6.2700,-14.3800,5.8755
859,2312.1277,-14.4352,5.9056,-15.0254,4.7381
860,2314.8193,-18.6052,4.7340,-18.0884,3.7768
861,2317.5110,-16.7917,4.4329,-16.2004,3.8959
862,2320.2026,-18.7430,6.2589,-17.9120,5.7704
863,2322.8943,-18.8355,8.1376,-17.9736,8.3344
864,2325.5859,-16.8414,5.1574,-17.8438,7.2251
865,2328.2776,-16.4146,6.2185,-17.8890,6.5087
866,2330.9692,-18.5861,5.4632,-17.4626,3.5124
867,2333.6609,-20.9290,6.2040,-19.5438,5.7257
868,2336.3525,-19.3720,5.4888,-20.0403,4.4039
869,2339.0442,-18.0065,5.5088,-18.4090,5.6323
870,2341.7358,-15.9479,3.6384,-17.1399,4.0064
871,2344.4275,-17.1856,5.2252,-17.1493,5.7481
872,2347.1191,-15.9491,5.4033,-15.4828,5.5037
873,2349.8108,-15.7803,5.9889,-16.0855,6.8192
874,2352.5024,-15.4022,5.3472,-15.3116,5.7282
875,2355.1941,-17.2514,4.3598,-16.7014,4.9734
876,2357.8857,-18.4137,6.1069,-18.2254,6.4155
877,2360.5774,-13.6694,5.1514,-13.7801,4.7915
878,2363.2690,-13.8430,4.5099,-14.8546,4.8594
879,2365.9607,-15.6300,3.8592,-15.8000,4.7037
880,2368.6523,-14.6872,5.6939,-14.8198,6.5094
881,2371.3440,-14.2678,4.2867,-14.3909,4.0663
882,2374.0356,-15.8214,4.1756,-16.8117,4.7069
883,2376.7273,-16.1289,4.4673,-16.6474,4.8869
884,2379.4189,-19.1793,7.8548,-17.9396,6.3675
885,2382.1106,-16.4522,7.1616,-16.1359,5.1769
886,2384.8022,-16.7410,7.1137,-16.1892,6.5282
887,2387.4939,-16.3417,4.1758,-16.1886,5.1176
888,2390.1855,-18.0867,5.3449,-17.8926,5.3719
889,2392.8772,-20.1819,5.7959,-19.6621,5.2526
890,2395.5688,-22.5994,8.7620,-21.7408,7.6262
891,2398.2605,-17.1853,5.8151,-16.2543,5.8840
892,2400.9521,-14.7334,6.1540,-14.7510,6.4524
893,2403.6438,-14.0559,4.8898,-14.2436,5.2148
894,2406.3354,-15.8232,5.7150,-16.1253,5.9951
895,2409.0271,-14.9281,4.2607,-15.5968,3.7568
896,2411.7188,-15.9176,5.6061,-15.2159,4.7908
897,2414.4104,-16.0810,3.8722,-17.2937,3.3139
898,2417.1021,-19.1412,6.1512,-19.3760,4.7468
899,2419.7937,-16.7710,5.2945,-16.0366,5.3109
900,2422.4854,-15.8385,4.1192,-15.6951,4.8132
901,2425.1770,-16.9096,5.2739,-17.6002,5.7333
902,2427.8687,-17.7336,5.2108,-17.3823,5.2449
903,2430.5603,-18.0995,5.8728,-17.2354,6.6947
904,2433.2520,-18.5681,6.5337,-18.3589,6.8839
905,2435.9436,-16.7527,4.5047,-17.1100,4.9903
906,2438.6353,-17.6812,4.0969,-17.6242,4.2138
907,2441.3269,-20.0290,3.9545,-19.3219,5.8294
908,2444.0186,-16.8907,5.1464,-16.9131,5.3216
909,2446.7102,-16.4822,6.0420,-16.5013,6.9602
910,2449.4019,-19.7550,6.7916,-19.5794,6.1927
911,2452.0935,-18.6367,4.2501,-19.6951,6.2247
912,2454.7852,-19.2821,3.6259,-19.0063,4.7439
913,2457.4768,-17.1189,4.9778,-16.9897,4.7925
914,2460.1685,-14.4420,5.0242,-14.9125,5.7373
915,2462.8601,-15.6003,4.6068,-14.7585,4.9435
916,2465.5518,-15.4434,4.9660,-15.0568,4.8505
917,2468.2434,-16.8772,6.0852,-16.1678,5.8296
918,2470.9351,-15.9594,4.7238,-15.5122,4.3526
919,2473.6267,-17.5264,4.7640,-16.9980,5.0502
920,2476.3184,-18.9735,6.9783,-18.8100,7.0310
921,2479.0100,-17.9676,5.3802,-17.4138,5.0301
922,2481.7017,-17.1073,3.7560,-16.6364,4.0832
923,2484.3933,-17.2271,6.2770,-16.9349,5.5214
924,2487.0850,-18.8184,5.9222,-18.3173,6.0288
925,2489.7766,-18.9439,5.8351,-19.7986,6.0843
926,2492.4683,-16.9489,4.6162,-17.3883,4.5664
927,2495.1599,-19.8360,4.4611,-19.5409,3.7385
928,2497.8516,-19.9078,4.7984,-19.4780,4.1012
929,2500.5432,-16.0811,4.1030,-16.6219,4.8566
930,2503.2349,-18.1052,4.6995,-17.6770,5.2366
931,2505.9265,-20.4278,6.9843,-20.4520,6.0305
932,2508.6182,-16.8312,5.0388,-17.3119,4.5876
933,2511.3098,-15.8856,4.2074,-15.7288,4.0129
934,2514.0015,-20.2624,5.4854,-19.0901,5.5736
935,2516.6931,-21.3019,5.3284,-19.5633,5.7784
936,2519.3848,-19.0649,6.1168,-19.2860,6.3870
937,2522.0764,-18.6199,5.0896,-18.9858,6.2032
938,2524.7681,-19.2929,6.8828,-18.7483,6.5333
939,2527.4597,-19.0039,5.3115,-18.1584,4.8961
940,2530.1514,-16.3699,5.2335,-15.9666,4.7649
941,2532.8430,-17.3711,5.6028,-16.2683,5.0369
